98;98;98;25;A;academy-of-life
99;99;99;25;B;academy-of-life
100;100;100;25;C;academy-of-life
101;101;101;25;D;academy-of-life
102;102;102;26;A;academy-of-life
103;103;103;26;B;academy-of-life
104;104;104;26;C;academy-of-life
105;105;105;26;D;academy-of-life
106;106;106;27;A;academy-of-life
107;107;107;27;B;academy-of-life
108;108;108;27;C;academy-of-life
109;109;109;27;D;academy-of-life
110;110;110;28;A;academy-of-life
111;111;111;28;B;academy-of-life
112;112;112;28;C;academy-of-life
113;113;113;28;D;academy-of-life
114;114;114;29;A;academy-of-life
115;115;115;29;B;academy-of-life
116;116;116;29;C;academy-of-life
117;117;117;29;D;academy-of-life
118;118;118;30;A;academy-of-life
119;119;119;30;B;academy-of-life
120;120;120;30;C;academy-of-life
121;121;121;30;D;academy-of-life
122;122;122;31;A;academy-of-life
123;123;123;31;B;academy-of-life
124;124;124;31;C;academy-of-life
125;125;125;31;D;academy-of-life
126;126;126;32;A;academy-of-life
127;127;127;32;B;academy-of-life
128;128;128;32;C;academy-of-life
129;129;129;32;D;academy-of-life
130;130;130;33;A;academy-of-life
131;131;131;33;B;academy-of-life
132;132;132;33;C;academy-of-life
133;133;133;33;D;academy-of-life
134;134;134;34;A;academy-of-life
135;135;135;34;B;academy-of-life
136;136;136;34;C;academy-of-life
137;137;137;34;D;academy-of-life
138;138;138;35;A;academy-of-life
139;139;139;35;B;academy-of-life
140;140;140;35;C;academy-of-life
141;141;141;35;D;academy-of-life
142;142;142;36;A;academy-of-life
143;143;143;36;B;academy-of-life
144;144;144;36;C;academy-of-life
145;145;145;36;D;academy-of-life
146;146;146;37;A;academy-of-life
147;147;147;37;B;academy-of-life
148;148;148;37;C;academy-of-life
149;149;149;37;D;academy-of-life
150;150;150;38;A;academy-of-life
151;151;151;38;B;academy-of-life
152;152;152;38;C;academy-of-life
153;153;153;38;D;academy-of-life
154;154;154;39;A;academy-of-life
155;155;155;39;B;academy-of-life
156;156;156;39;C;academy-of-life
157;157;157;39;D;academy-of-life
158;158;158;40;A;academy-of-life
159;159;159;40;B;academy-of-life
160;160;160;40;C;academy-of-life
161;161;161;40;D;academy-of-life
162;162;162;41;A;academy-of-life
163;163;163;41;B;academy-of-life
164;164;164;41;C;academy-of-life
165;165;165;41;D;academy-of-life
166;166;166;42;A;academy-of-life
167;167;167;42;B;academy-of-life
168;168;168;42;C;academy-of-life
169;169;169;42;D;academy-of-life
170;170;170;43;A;academy-of-life
171;171;171;43;B;academy-of-life
172;172;172;43;C;academy-of-life
173;173;173;43;D;academy-of-life
174;174;174;44;A;academy-of-life
175;175;175;44;B;academy-of-life
176;176;176;44;C;academy-of-life
177;177;177;44;D;academy-of-life
178;178;178;45;A;academy-of-life
179;179;179;45;B;academy-of-life
180;180;180;45;C;academy-of-life
181;181;181;45;D;academy-of-life
182;182;182;46;A;academy-of-life
183;183;183;46;B;academy-of-life
184;184;184;46;C;academy-of-life
185;185;185;46;D;academy-of-life
186;186;186;47;A;academy-of-life
187;187;187;47;B;academy-of-life
188;188;188;47;C;academy-of-life
189;189;189;47;D;academy-of-life
190;190;190;48;A;academy-of-life
191;191;191;48;B;academy-of-life
192;192;192;48;C;academy-of-life
193;193;193;48;D;academy-of-life
194;194;194;49;A;academy-of-life
195;195;195;49;B;academy-of-life
196;196;196;49;C;academy-of-life
197;197;197;49;D;academy-of-life
198;198;198;50;A;academy-of-life
199;199;199;50;B;academy-of-life
200;200;200;50;C;academy-of-life
201;201;201;50;D;academy-of-life
202;202;202;51;A;academy-of-life
203;203;203;51;B;academy-of-life
204;204;204;51;C;academy-of-life
205;205;205;51;D;academy-of-life
206;206;206;52;A;academy-of-life
207;207;207;52;B;academy-of-life
208;208;208;52;C;academy-of-life
209;209;209;52;D;academy-of-life
210;210;210;53;A;academy-of-life
211;211;211;53;B;academy-of-life
212;212;212;53;C;academy-of-life
213;213;213;53;D;academy-of-life
214;214;214;54;A;academy-of-life
215;215;215;54;B;academy-of-life
216;216;216;54;C;academy-of-life
217;217;217;54;D;academy-of-life
218;218;218;55;A;academy-of-life
219;219;219;55;B;academy-of-life
220;220;220;55;C;academy-of-life
221;221;221;55;D;academy-of-life
222;222;222;56;A;academy-of-life
223;223;223;56;B;academy-of-life
224;224;224;56;C;academy-of-life
225;225;225;56;D;academy-of-life
226;226;226;57;A;academy-of-life
227;227;227;57;B;academy-of-life
228;228;228;57;C;academy-of-life
229;229;229;57;D;academy-of-life
230;230;230;58;A;academy-of-life
231;231;231;58;B;academy-of-life
232;232;232;58;C;academy-of-life
233;233;233;58;D;academy-of-life
234;234;234;59;A;academy-of-life
235;235;235;59;B;academy-of-life
236;236;236;59;C;academy-of-life
237;237;237;59;D;academy-of-life
238;238;238;60;A;academy-of-life
239;239;239;60;B;academy-of-life
240;240;240;60;C;academy-of-life
241;241;241;60;D;academy-of-life
242;242;242;61;A;academy-of-life
243;243;243;61;B;academy-of-life
244;244;244;61;C;academy-of-life
245;245;245;61;D;academy-of-life
246;246;246;62;A;academy-of-life
247;247;247;62;B;academy-of-life
248;248;248;62;C;academy-of-life
249;249;249;62;D;academy-of-life
250;250;250;63;A;academy-of-life
251;251;251;63;B;academy-of-life
252;252;252;63;C;academy-of-life
253;253;253;63;D;academy-of-life
254;254;254;64;A;academy-of-life
255;255;255;64;B;academy-of-life
256;256;256;64;C;academy-of-life
257;257;257;64;D;academy-of-life
258;258;258;65;A;academy-of-life
259;259;259;65;B;academy-of-life
260;260;260;65;C;academy-of-life
261;261;261;65;D;academy-of-life
262;262;262;66;A;academy-of-life
263;263;263;66;B;academy-of-life
264;264;264;66;C;academy-of-life
265;265;265;66;D;academy-of-life
266;266;266;67;A;academy-of-life
267;267;267;67;B;academy-of-life
268;268;268;67;C;academy-of-life
269;269;269;67;D;academy-of-life
270;270;270;68;A;academy-of-life
271;271;271;68;B;academy-of-life
272;272;272;68;C;academy-of-life
273;273;273;68;D;academy-of-life
274;274;274;69;A;academy-of-life
275;275;275;69;B;academy-of-life
276;276;276;69;C;academy-of-life
277;277;277;69;D;academy-of-life
278;278;278;70;A;academy-of-life
279;279;279;70;B;academy-of-life
280;280;280;70;C;academy-of-life
281;281;281;70;D;academy-of-life
282;282;282;71;A;academy-of-life
283;283;283;71;B;academy-of-life
284;284;284;71;C;academy-of-life
285;285;285;71;D;academy-of-life
286;286;286;72;A;academy-of-life
287;287;287;72;B;academy-of-life
288;288;288;72;C;academy-of-life
289;289;289;72;D;academy-of-life
290;290;290;73;A;academy-of-life
291;291;291;73;B;academy-of-life
292;292;292;73;C;academy-of-life
293;293;293;73;D;academy-of-life
294;294;294;74;A;academy-of-life
295;295;295;74;B;academy-of-life
296;296;296;74;C;academy-of-life
297;297;297;74;D;academy-of-life
298;298;298;75;A;academy-of-life
299;299;299;75;B;academy-of-life
300;300;300;75;C;academy-of-life
301;301;301;75;D;academy-of-life
302;302;302;76;A;academy-of-life
303;303;303;76;B;academy-of-life
304;304;304;76;C;academy-of-life
305;305;305;76;D;academy-of-life
306;306;306;77;A;academy-of-life
307;307;307;77;B;academy-of-life
308;308;308;77;C;academy-of-life
309;309;309;77;D;academy-of-life
310;310;310;78;A;academy-of-life
311;311;311;78;B;academy-of-life
312;312;312;78;C;academy-of-life
313;313;313;78;D;academy-of-life
314;314;314;79;A;academy-of-life
315;315;315;79;B;academy-of-life
316;316;316;79;C;academy-of-life
317;317;317;79;D;academy-of-life
318;318;318;80;A;academy-of-life
319;319;319;80;B;academy-of-life
320;320;320;80;C;academy-of-life
321;321;321;80;D;academy-of-life
322;322;322;81;A;academy-of-life
323;323;323;81;B;academy-of-life
324;324;324;81;C;academy-of-life
325;325;325;81;D;academy-of-life
326;326;326;82;A;academy-of-life
327;327;327;82;B;academy-of-life
328;328;328;82;C;academy-of-life
329;329;329;82;D;academy-of-life
330;330;330;83;A;academy-of-life
331;331;331;83;B;academy-of-life
332;332;332;83;C;academy-of-life
333;333;333;83;D;academy-of-life
334;334;334;84;A;academy-of-life
335;335;335;84;B;academy-of-life
336;336;336;84;C;academy-of-life
337;337;337;84;D;academy-of-life
338;338;338;85;A;academy-of-life
339;339;339;85;B;academy-of-life
340;340;340;85;C;academy-of-life
341;341;341;85;D;academy-of-life
342;342;342;86;A;academy-of-life
343;343;343;86;B;academy-of-life
344;344;344;86;C;academy-of-life
345;345;345;86;D;academy-of-life
346;346;346;87;A;academy-of-life
347;347;347;87;B;academy-of-life
348;348;348;87;C;academy-of-life
349;349;349;87;D;academy-of-life
350;350;350;88;A;academy-of-life
351;351;351;88;B;academy-of-life
352;352;352;88;C;academy-of-life
353;353;353;88;D;academy-of-life
354;354;354;89;A;academy-of-life
355;355;355;89;B;academy-of-life
356;356;356;89;C;academy-of-life
357;357;357;89;D;academy-of-life
358;358;358;90;A;academy-of-life
359;359;359;90;B;academy-of-life
360;360;360;90;C;academy-of-life
361;361;361;90;D;academy-of-life
362;362;362;91;A;academy-of-life
363;363;363;91;B;academy-of-life
364;364;364;91;C;academy-of-life
365;365;365;91;D;academy-of-life
366;366;366;92;A;academy-of-life
367;367;367;92;B;academy-of-life
368;368;368;92;C;academy-of-life
369;369;369;92;D;academy-of-life
370;370;370;93;A;academy-of-life
371;371;371;93;B;academy-of-life
372;372;372;93;C;academy-of-life
373;373;373;93;D;academy-of-life
374;374;374;94;A;academy-of-life
375;375;375;94;B;academy-of-life
376;376;376;94;C;academy-of-life
377;377;377;94;D;academy-of-life
378;378;378;95;A;academy-of-life
379;379;379;95;B;academy-of-life
380;380;380;95;C;academy-of-life
381;381;381;95;D;academy-of-life
382;382;382;96;A;academy-of-life
383;383;383;96;B;academy-of-life
384;384;384;96;C;academy-of-life
385;385;385;96;D;academy-of-life
386;386;386;97;A;academy-of-life
387;387;387;97;B;academy-of-life
388;388;388;97;C;academy-of-life
389;389;389;97;D;academy-of-life
390;390;390;98;A;academy-of-life
391;391;391;98;B;academy-of-life
392;392;392;98;C;academy-of-life
393;393;393;98;D;academy-of-life
394;394;394;99;A;academy-of-life
395;395;395;99;B;academy-of-life
396;396;396;99;C;academy-of-life
397;397;397;99;D;academy-of-life
398;398;398;100;A;academy-of-life
399;399;399;100;B;academy-of-life
400;400;400;100;C;academy-of-life
401;401;401;100;D;academy-of-life
402;402;402;101;A;academy-of-life
403;403;403;101;B;academy-of-life
404;404;404;101;C;academy-of-life
405;405;405;101;D;academy-of-life
406;406;406;102;A;academy-of-life
407;407;407;102;B;academy-of-life
408;408;408;102;C;academy-of-life
409;409;409;102;D;academy-of-life
410;410;410;103;A;academy-of-life
411;411;411;103;B;academy-of-life
412;412;412;103;C;academy-of-life
413;413;413;103;D;academy-of-life
414;414;414;104;A;academy-of-life
415;415;415;104;B;academy-of-life
416;416;416;104;C;academy-of-life
417;417;417;104;D;academy-of-life
418;418;418;105;A;academy-of-life
419;419;419;105;B;academy-of-life
420;420;420;105;C;academy-of-life
421;421;421;105;D;academy-of-life
422;422;422;106;A;academy-of-life
423;423;423;106;B;academy-of-life
424;424;424;106;C;academy-of-life
425;425;425;106;D;academy-of-life
426;426;426;107;A;academy-of-life
427;427;427;107;B;academy-of-life
428;428;428;107;C;academy-of-life
429;429;429;107;D;academy-of-life
430;430;430;108;A;academy-of-life
431;431;431;108;B;academy-of-life
432;432;432;108;C;academy-of-life
433;433;433;108;D;academy-of-life
434;434;434;109;A;academy-of-life
435;435;435;109;B;academy-of-life
436;436;436;109;C;academy-of-life
437;437;437;109;D;academy-of-life
438;438;438;110;A;academy-of-life
439;439;439;110;B;academy-of-life
440;440;440;110;C;academy-of-life
441;441;441;110;D;academy-of-life
442;442;442;111;A;academy-of-life
443;443;443;111;B;academy-of-life
444;444;444;111;C;academy-of-life
445;445;445;111;D;academy-of-life
446;446;446;112;A;academy-of-life
447;447;447;112;B;academy-of-life
448;448;448;112;C;academy-of-life
449;449;449;112;D;academy-of-life
450;450;450;113;A;academy-of-life
451;451;451;113;B;academy-of-life
452;452;452;113;C;academy-of-life
453;453;453;113;D;academy-of-life
454;454;454;114;A;academy-of-life
455;455;455;114;B;academy-of-life
456;456;456;114;C;academy-of-life
457;457;457;114;D;academy-of-life
458;458;458;115;A;academy-of-life
459;459;459;115;B;academy-of-life
460;460;460;115;C;academy-of-life
461;461;461;115;D;academy-of-life
462;462;462;116;A;academy-of-life
463;463;463;116;B;academy-of-life
464;464;464;116;C;academy-of-life
465;465;465;116;D;academy-of-life
466;466;466;117;A;academy-of-life
467;467;467;117;B;academy-of-life
468;468;468;117;C;academy-of-life
469;469;469;117;D;academy-of-life
470;470;470;118;A;academy-of-life
471;471;471;118;B;academy-of-life
472;472;472;118;C;academy-of-life
473;473;473;118;D;academy-of-life
474;474;474;119;A;academy-of-life
475;475;475;119;B;academy-of-life
476;476;476;119;C;academy-of-life
477;477;477;119;D;academy-of-life
478;478;478;120;A;academy-of-life
479;479;479;120;B;academy-of-life
480;480;480;120;C;academy-of-life
481;481;481;120;D;academy-of-life
482;482;482;121;A;academy-of-life
483;483;483;121;B;academy-of-life
484;484;484;121;C;academy-of-life
485;485;485;121;D;academy-of-life
486;486;486;122;A;academy-of-life
487;487;487;122;B;academy-of-life
488;488;488;122;C;academy-of-life
489;489;489;122;D;academy-of-life
490;490;490;123;A;academy-of-life
491;491;491;123;B;academy-of-life
492;492;492;123;C;academy-of-life
493;493;493;123;D;academy-of-life
494;494;494;124;A;academy-of-life
495;495;495;124;B;academy-of-life
496;496;496;124;C;academy-of-life
497;497;497;124;D;academy-of-life
498;498;498;125;A;academy-of-life
499;499;499;125;B;academy-of-life
500;500;500;125;C;academy-of-life
501;501;501;125;D;academy-of-life
502;502;502;126;A;academy-of-life
503;503;503;126;B;academy-of-life
504;504;504;126;C;academy-of-life
505;505;505;126;D;academy-of-life
506;506;506;127;A;academy-of-life
507;507;507;127;B;academy-of-life
508;508;508;127;C;academy-of-life
509;509;509;127;D;academy-of-life
510;510;510;128;A;academy-of-life
511;511;511;128;B;academy-of-life
512;512;512;128;C;academy-of-life
513;513;513;128;D;academy-of-life
514;514;514;129;A;academy-of-life
515;515;515;129;B;academy-of-life
516;516;516;129;C;academy-of-life
517;517;517;129;D;academy-of-life
518;518;518;130;A;academy-of-life
519;519;519;130;B;academy-of-life
520;520;520;130;C;academy-of-life
521;521;521;130;D;academy-of-life
522;522;522;131;A;academy-of-life
523;523;523;131;B;academy-of-life
524;524;524;131;C;academy-of-life
525;525;525;131;D;academy-of-life
526;526;526;132;A;academy-of-life
527;527;527;132;B;academy-of-life
528;528;528;132;C;academy-of-life
529;529;529;132;D;academy-of-life
530;530;530;133;A;academy-of-life
531;531;531;133;B;academy-of-life
532;532;532;133;C;academy-of-life
533;533;533;133;D;academy-of-life
534;534;534;134;A;academy-of-life
535;535;535;134;B;academy-of-life
536;536;536;134;C;academy-of-life
537;537;537;134;D;academy-of-life
538;538;538;135;A;academy-of-life
539;539;539;135;B;academy-of-life
540;540;540;135;C;academy-of-life
541;541;541;135;D;academy-of-life
542;542;542;136;A;academy-of-life
543;543;543;136;B;academy-of-life
544;544;544;136;C;academy-of-life
545;545;545;136;D;academy-of-life
546;546;546;137;A;academy-of-life
547;547;547;137;B;academy-of-life
548;548;548;137;C;academy-of-life
549;549;549;137;D;academy-of-life
550;550;550;138;A;academy-of-life
551;551;551;138;B;academy-of-life
552;552;552;138;C;academy-of-life
553;553;553;138;D;academy-of-life
554;554;554;139;A;academy-of-life
555;555;555;139;B;academy-of-life
556;556;556;139;C;academy-of-life
557;557;557;139;D;academy-of-life
558;558;558;140;A;academy-of-life
559;559;559;140;B;academy-of-life
560;560;560;140;C;academy-of-life
561;561;561;140;D;academy-of-life
562;562;562;141;A;academy-of-life
563;563;563;141;B;academy-of-life
564;564;564;141;C;academy-of-life
565;565;565;141;D;academy-of-life
566;566;566;142;A;academy-of-life
567;567;567;142;B;academy-of-life
568;568;568;142;C;academy-of-life
569;569;569;142;D;academy-of-life
570;570;570;143;A;academy-of-life
571;571;571;143;B;academy-of-life
572;572;572;143;C;academy-of-life
573;573;573;143;D;academy-of-life
574;574;574;144;A;academy-of-life
575;575;575;144;B;academy-of-life
576;576;576;144;C;academy-of-life
577;577;577;144;D;academy-of-life
578;578;578;145;A;academy-of-life
579;579;579;145;B;academy-of-life
580;580;580;145;C;academy-of-life
581;581;581;145;D;academy-of-life
582;582;582;146;A;academy-of-life
583;583;583;146;B;academy-of-life
584;584;584;146;C;academy-of-life
585;585;585;146;D;academy-of-life
586;586;586;147;A;academy-of-life
587;587;587;147;B;academy-of-life
588;588;588;147;C;academy-of-life
589;589;589;147;D;academy-of-life
590;590;590;148;A;academy-of-life
591;591;591;148;B;academy-of-life
592;592;592;148;C;academy-of-life
593;593;593;148;D;academy-of-life
594;594;594;149;A;academy-of-life
595;595;595;149;B;academy-of-life
596;596;596;149;C;academy-of-life
597;597;597;149;D;academy-of-life
598;598;598;150;A;academy-of-life
599;599;599;150;B;academy-of-life
600;600;600;150;C;academy-of-life
601;601;601;150;D;academy-of-life
602;602;602;151;A;academy-of-life
603;603;603;151;B;academy-of-life
604;604;604;151;C;academy-of-life
605;605;605;151;D;academy-of-life
606;606;606;152;A;academy-of-life
607;607;607;152;B;academy-of-life
608;608;608;152;C;academy-of-life
609;609;609;152;D;academy-of-life
610;610;610;153;A;academy-of-life
611;611;611;153;B;academy-of-life
612;612;612;153;C;academy-of-life
613;613;613;153;D;academy-of-life
614;614;614;154;A;academy-of-life
615;615;615;154;B;academy-of-life
616;616;616;154;C;academy-of-life
617;617;617;154;D;academy-of-life
618;618;618;155;A;academy-of-life
619;619;619;155;B;academy-of-life
620;620;620;155;C;academy-of-life
621;621;621;155;D;academy-of-life
622;622;622;156;A;academy-of-life
623;623;623;156;B;academy-of-life
624;624;624;156;C;academy-of-life
625;625;625;156;D;academy-of-life
626;626;626;157;A;academy-of-life
627;627;627;157;B;academy-of-life
628;628;628;157;C;academy-of-life
629;629;629;157;D;academy-of-life
630;630;630;158;A;academy-of-life
631;631;631;158;B;academy-of-life
632;632;632;158;C;academy-of-life
633;633;633;158;D;academy-of-life
634;634;634;159;A;academy-of-life
635;635;635;159;B;academy-of-life
636;636;636;159;C;academy-of-life
637;637;637;159;D;academy-of-life
638;638;638;160;A;academy-of-life
639;639;639;160;B;academy-of-life
640;640;640;160;C;academy-of-life
641;641;641;160;D;academy-of-life
642;642;642;161;A;academy-of-life
643;643;643;161;B;academy-of-life
644;644;644;161;C;academy-of-life
645;645;645;161;D;academy-of-life
646;646;646;162;A;academy-of-life
647;647;647;162;B;academy-of-life
648;648;648;162;C;academy-of-life
649;649;649;162;D;academy-of-life
650;650;650;163;A;academy-of-life
651;651;651;163;B;academy-of-life
652;652;652;163;C;academy-of-life
653;653;653;163;D;academy-of-life
654;654;654;164;A;academy-of-life
655;655;655;164;B;academy-of-life
656;656;656;164;C;academy-of-life
657;657;657;164;D;academy-of-life
658;658;658;165;A;academy-of-life
659;659;659;165;B;academy-of-life
660;660;660;165;C;academy-of-life
661;661;661;165;D;academy-of-life
662;662;662;166;A;academy-of-life
663;663;663;166;B;academy-of-life
664;664;664;166;C;academy-of-life
665;665;665;166;D;academy-of-life
666;666;666;167;A;academy-of-life
667;667;667;167;B;academy-of-life
668;668;668;167;C;academy-of-life
669;669;669;167;D;academy-of-life
670;670;670;168;A;academy-of-life
671;671;671;168;B;academy-of-life
672;672;672;168;C;academy-of-life
673;673;673;168;D;academy-of-life
674;674;674;169;A;academy-of-life
675;675;675;169;B;academy-of-life
676;676;676;169;C;academy-of-life
677;677;677;169;D;academy-of-life
678;678;678;170;A;academy-of-life
679;679;679;170;B;academy-of-life
680;680;680;170;C;academy-of-life
681;681;681;170;D;academy-of-life
682;682;682;171;A;academy-of-life
683;683;683;171;B;academy-of-life
684;684;684;171;C;academy-of-life
685;685;685;171;D;academy-of-life
686;686;686;172;A;academy-of-life
687;687;687;172;B;academy-of-life
688;688;688;172;C;academy-of-life
689;689;689;172;D;academy-of-life
690;690;690;173;A;academy-of-life
691;691;691;173;B;academy-of-life
692;692;692;173;C;academy-of-life
693;693;693;173;D;academy-of-life
694;694;694;174;A;academy-of-life
695;695;695;174;B;academy-of-life
696;696;696;174;C;academy-of-life
697;697;697;174;D;academy-of-life
698;698;698;175;A;academy-of-life
699;699;699;175;B;academy-of-life
700;700;700;175;C;academy-of-life
701;701;701;175;D;academy-of-life
702;702;702;176;A;academy-of-life
703;703;703;176;B;academy-of-life
704;704;704;176;C;academy-of-life
705;705;705;176;D;academy-of-life
706;706;706;177;A;academy-of-life
707;707;707;177;B;academy-of-life
708;708;708;177;C;academy-of-life
709;709;709;177;D;academy-of-life
710;710;710;178;A;academy-of-life
711;711;711;178;B;academy-of-life
712;712;712;178;C;academy-of-life
713;713;713;178;D;academy-of-life
714;714;714;179;A;academy-of-life
715;715;715;179;B;academy-of-life
716;716;716;179;C;academy-of-life
717;717;717;179;D;academy-of-life
718;718;718;180;A;academy-of-life
719;719;719;180;B;academy-of-life
720;720;720;180;C;academy-of-life
721;721;721;180;D;academy-of-life
722;722;722;181;A;academy-of-life
723;723;723;181;B;academy-of-life
724;724;724;181;C;academy-of-life
725;725;725;181;D;academy-of-life
726;726;726;182;A;academy-of-life
727;727;727;182;B;academy-of-life
728;728;728;182;C;academy-of-life
729;729;729;182;D;academy-of-life
730;730;730;183;A;academy-of-life
731;731;731;183;B;academy-of-life
732;732;732;183;C;academy-of-life
733;733;733;183;D;academy-of-life
734;734;734;184;A;academy-of-life
735;735;735;184;B;academy-of-life
736;736;736;184;C;academy-of-life
737;737;737;184;D;academy-of-life
738;738;738;185;A;academy-of-life
739;739;739;185;B;academy-of-life
740;740;740;185;C;academy-of-life
741;741;741;185;D;academy-of-life
742;742;742;186;A;academy-of-life
743;743;743;186;B;academy-of-life
744;744;744;186;C;academy-of-life
745;745;745;186;D;academy-of-life
746;746;746;187;A;academy-of-life
747;747;747;187;B;academy-of-life
748;748;748;187;C;academy-of-life
749;749;749;187;D;academy-of-life
750;750;750;188;A;academy-of-life
751;751;751;188;B;academy-of-life
752;752;752;188;C;academy-of-life
753;753;753;188;D;academy-of-life
754;754;754;189;A;academy-of-life
755;755;755;189;B;academy-of-life
756;756;756;189;C;academy-of-life
757;757;757;189;D;academy-of-life
758;758;758;190;A;academy-of-life
759;759;759;190;B;academy-of-life
760;760;760;190;C;academy-of-life
761;761;761;190;D;academy-of-life
762;762;762;191;A;academy-of-life
763;763;763;191;B;academy-of-life
764;764;764;191;C;academy-of-life
765;765;765;191;D;academy-of-life
766;766;766;192;A;academy-of-life
767;767;767;192;B;academy-of-life
768;768;768;192;C;academy-of-life
769;769;769;192;D;academy-of-life
770;770;770;193;A;academy-of-life
771;771;771;193;B;academy-of-life
772;772;772;193;C;academy-of-life
773;773;773;193;D;academy-of-life
774;774;774;194;A;academy-of-life
775;775;775;194;B;academy-of-life
776;776;776;194;C;academy-of-life
777;777;777;194;D;academy-of-life
778;778;778;195;A;academy-of-life
779;779;779;195;B;academy-of-life
780;780;780;195;C;academy-of-life
781;781;781;195;D;academy-of-life
782;782;782;196;A;academy-of-life
783;783;783;196;B;academy-of-life
784;784;784;196;C;academy-of-life
785;785;785;196;D;academy-of-life
786;786;786;197;A;academy-of-life
787;787;787;197;B;academy-of-life
788;788;788;197;C;academy-of-life
789;789;789;197;D;academy-of-life
790;790;790;198;A;academy-of-life
791;791;791;198;B;academy-of-life
792;792;792;198;C;academy-of-life
793;793;793;198;D;academy-of-life
794;794;794;199;A;academy-of-life
795;795;795;199;B;academy-of-life
796;796;796;199;C;academy-of-life
797;797;797;199;D;academy-of-life
798;798;798;200;A;academy-of-life
799;799;799;200;B;academy-of-life
800;800;800;200;C;academy-of-life
801;801;801;200;D;academy-of-life
802;802;802;201;A;academy-of-life
803;803;803;201;B;academy-of-life
804;804;804;201;C;academy-of-life
805;805;805;201;D;academy-of-life
806;806;806;202;A;academy-of-life
807;807;807;202;B;academy-of-life
808;808;808;202;C;academy-of-life
809;809;809;202;D;academy-of-life
810;810;810;203;A;academy-of-life
811;811;811;203;B;academy-of-life
812;812;812;203;C;academy-of-life
813;813;813;203;D;academy-of-life
814;814;814;204;A;academy-of-life
815;815;815;204;B;academy-of-life
816;816;816;204;C;academy-of-life
817;817;817;204;D;academy-of-life
818;818;818;205;A;academy-of-life
819;819;819;205;B;academy-of-life
820;820;820;205;C;academy-of-life
821;821;821;205;D;academy-of-life
822;822;822;206;A;academy-of-life
823;823;823;206;B;academy-of-life
